Star Rating,Review Title,Review Description
5.0 out of 5 stars,Deep bass,"Really impressed with these earbuds! The sound quality is clear and balanced, with deep bass that doesn’t overpower vocals. Active noise cancellation works surprisingly well, especially in busy environments. They fit comfortably and feel secure even during long use. Battery backup is solid, and fast charging is very convenient. Dual pairing makes switching between devices smooth. Overall, great value for the price — stylish design, premium feel, and reliable performance. Definitely a good buy! ????Read more"
5.0 out of 5 stars,Good Product Value for money,"After using for a week, I fall in love with these earbuds. Clear sound quality with deep bass. Unique design and Mercury colour is awesome in look. super fast and stable connectivity. Comfortable to wear and ANC works well in noisy places. While listening to music in 360° Spatial Audio feature,I feel relaxed. Huge battery backup. Overall, great product that justify it's price. Worth buying.Read more"
5.0 out of 5 stars,One of the best earbuds in mid premium range(must buy),"Writing this review after 10 days of usage. I recently bought the Master Buds 2, for my daily office work and gym, and I am impressed with their performance. The sound quality is amazing. The noise app makes the experience better with more control over the earbuds. The sound is crisp and clear, tuned by Bose which it shows, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds 2 offer great value for their price with excellent ANC and impressive sound quality.Battery 10/10sound: 9/10Build quality: 8.5/10Comfort: 10/10Highly recommended for office professionalsRead more"
5.0 out of 5 stars,BEST EVER EARBUDS,"Super impressed with these buds! The sound is crisp with solid bass, and the ANC actually makes a noticeable difference in noisy places. They’re comfy for long use and the battery easily lasts through the day. Pairing is quick, and call quality is clear too. Overall, great value for the price ??Read more"
5.0 out of 5 stars,Good product,"I’ve been using these earbuds for a while now, and overall, I’m quite impressed. The sound quality is clear and well-balanced, with decent bass that doesn’t overpower the mids and highs. They work well for both music and calls, and I didn’t notice any major distortion even at higher volumes.The fit is comfortable and secure, making them suitable for long listening sessions or workouts. The design is sleek and lightweight, so they don’t feel bulky in the ears. Connectivity has been smooth so far, with quick pairing and minimal dropouts.Battery life is another strong point—they easily last through the day with regular use, and the charging case adds extra convenience. The touch controls (if applicable) are responsive, though they may take a little time to get used to.On the downside, the noise isolation could be better, especially in very loud environments. Also, the microphone quality is decent but not exceptional for calls in noisy surroundings.Overall, these earbuds offer good value for the price and are a solid choice for everyday use.Read more"
5.0 out of 5 stars,Experience for every penny used.,"What a breath taking look and design! This is best in classs model.  Its strong Noise Cancellation of 51db separates us from the outer world. It is best used in traffic, flights or metro. Its audio quality by Bose gives clear and balanced notes. It is comfortable to use. Its dual device pairing is a proFor UserRead more"
5.0 out of 5 stars,Long battery backup and comfortable earbuds.,These buds are super premium and easy to pair with my phone and laptop at same time. It's very comfortable inside the ears and I can use this for long time. Noise cancellation working perfectly. Sound quality is top notch and customisable too.Read more
5.0 out of 5 stars,Game changer in premium audio,"I’ve used a lot of TWS earbuds over the years, and most of them fall into two buckets - either they’re loud and bass-heavy but messy, or they’re balanced but boring. The Master Buds 2 sit nicely in the middle, and that’s what makes them interesting.The first thing you notice is the sound tuning. These are tuned with Sound by Bose, and it shows. The bass is deep but controlled, the mids are clean, and the highs don’t pierce your ears even after long listening sessions.Other things I liked:LHDC Hi-Res audio supportDual device pairingFast chargeGood batteryComfortable fitPremium and rather unique designIf you’re looking for earbuds under ?10K that focus on sound quality + ANC + call clarity rather than just bass and marketing features, these are definitely worth considering.Read more"
5.0 out of 5 stars,Worth the money,"Worth the moneyBeen using this earphone for a few days and I’m really happy with it. The sound is clear, the bass is smooth, and the mic works well for calls. The cable feels strong too. It gets a bit uncomfortable after long use, but overall it’s a great buy for the price.Read more"
3.0 out of 5 stars,My experience,"Likes:1. Minimalistic Design (nearly premium....at least)2. Good sound quality (in this price range...... however not comparable to my boat rokerz 518 headphones)3. Bud's build qualityDislikes:1. As everyone saying, 100% volume boost after every time you connect. And Magnetic pull is little bit weak (but it doesn't mean you lose your bud/s)My experience with Airpods Plus 3111. Voice calling issue (sometimes)2. Battery backup is really great(without case)3. Wearable time may vary person to person, by for me it was 4 hours.4. I don't think it is good to say that it has good noise cancellation system ??At last......I satisfied, worthy product for 900 INRNow, I'm writing this review after 17 days usage.:....Problems:1. Charging issue with buds ( Even after put them into case)2. While listening music buds are not in sync  (yes! Bro I have shut them down several times as instructed in manual, still syncing problem remains)3. Buds remain connected even after putting them in case.So , I'm lowering my ratting for this product to 3 stars.Read more"
